Department;Faculty;University;Discount;City;Language;score_last;range_last;score_first;range_first;average_range;average_score
Arabic Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;291;46225;431;1459;1030837;241
Pharmacy;Pharmacy Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;395;47694;410;35688;0;0
Arabic Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;282;51263;447;5561;157416;384
Social Sciences Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;351;62907;392;16665;429028;305
Tourism Guidance;Tourism Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;243;65662;316;40440;387967;252
Tourism Guidance;Tourism Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;239;67812;279;52078;78649;343
Tourism Guidance;Tourism Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;213;70536;284;48687;867162;252
Elementary Mathematics Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;359;82013;393;49353;949360;244
Elementary Mathematics Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;416;84098;471;36953;421419;246
Social Sciences Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;310;87235;372;11230;967605;245
Social Sciences Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;348;87524;405;12117;140683;311
Elementary Mathematics Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;356;104338;424;46953;134169;313
School Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;313;117271;366;29277;962803;242
Guidance and Psychological Counseling;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;339;120137;385;41876;217872;286
School Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;353;124817;407;27956;479895;239
Guidance and Psychological Counseling;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;351;131308;389;51833;523854;236
School Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;333;133400;375;53824;182445;297
Islamic Sciences;Islamic Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;329;140787;419;6468;251320;349
Islamic Sciences;Islamic Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;316;153447;373;31873;580329;230
Nursing;Health Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;305;155095;406;38736;611168;287
Nursing;Health Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;351;157194;475;33830;268842;335
Guidance and Psychological Counseling;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;296;163695;354;43380;1399511;213
Nursing;Health College;Adiyaman University;Free;ADIYAMAN;Turkish;311;167809;410;56938;250106;340
Midwifery;Health Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;275;217928;294;175215;1042425;244
Midwifery;Health Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;314;222092;384;116756;455767;240
Midwifery;Health College;Adiyaman University;Free;ADIYAMAN;Turkish;281;235246;326;143435;160628;308
Mechanical Engineering;Engineering Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;265;243130;265;243130;727084;273
Science Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;263;249127;343;100347;764684;262
Islamic Sciences;Islamic Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;266;252354;329;50344;598991;290
Islamic Sciences;Islamic Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;266;253811;365;14684;0;0
Science Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;300;255118;348;161977;349372;330
Turkish Language and Literature;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;300;267977;375;37496;191090;368
Textile Engineering;Engineering Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;256;272032;342;100889;709294;216
Mechanical Engineering;Engineering Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;291;276620;366;137926;334210;262
Civil Engineering;Engineering Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;253;281519;307;150974;769443;212
Electrical Electronics Engineering;Engineering Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;289;282035;367;136707;376597;260
Turkish Language and Literature;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;286;282043;411;8034;490185;240
Electrical Electronics Engineering;Engineering Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;251;287996;251;287996;762649;211
Textile Engineering;Engineering Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;286;291569;459;46698;323616;325
Civil Engineering;Engineering Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;284;296621;444;59898;381144;255
Science Teaching;Education Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;261;296988;310;169738;71175;347
Mathematics;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;249;347710;341;122139;105747;412
Mathematics;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;269;348269;386;114586;382890;254
Mathematics;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;228;374681;352;89761;851042;204
Plant Protection;Agriculture Faculty (Kahta);Adiyaman University;Free;ADIYAMAN;Turkish;211;387421;287;189973;759572;264
Biology;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;204;389672;249;294719;693288;273
History;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;277;408834;343;98763;222802;287
Turkish Language and Literature;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;239;429793;303;106372;1138606;231
Biology;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;233;431329;255;320523;44489;437
Biology;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;244;455267;270;341644;313643;325
History;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;255;468523;387;19929;528230;235
Archaeology;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;232;514403;271;262533;758300;211
Art History;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;212;557125;292;138154;962321;195
History;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;203;562616;363;15674;0;0
Business;Economics and Administrative Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;222;568255;247;398073;771447;260
Political Science and Public Administration;Economics and Administrative Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;221;569695;293;174498;1116377;237
Economics;Economics and Administrative Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;219;573899;228;545129;842717;262
Sociology;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;215;578328;268;274381;1122790;182
Business;Economics and Administrative Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;210;581633;292;176084;771475;267
Art History;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;250;606612;321;170546;181643;295
Business;Economics and Administrative Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;238;642052;331;137559;73624;344
Sociology;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;236;658084;295;255013;186716;371
Business;Economics and Administrative Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;239;678996;331;182876;351926;259
Art History;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;224;699286;380;25716;427763;312
Sociology;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;224;827602;329;187745;484942;303
Business;Economics and Administrative Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;217;907608;310;250947;351921;331
Economics;Economics and Administrative Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;210;967799;299;296156;379150;258
Archaeology;Arts and Sciences Faculty;Adiyaman University;Free;ADIYAMAN;Turkish;191;997898;307;262635;346661;327
Veterinary Medicine;Veterinary Medicine Faculty ;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;0;0;682054;220
Tourism Management;Tourism Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;253;504488;49998;433
Science Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;275;251211;71191;347
Philosophy;Arts and Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;243;588479;70761;350
Mining Engineering;Engineering Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;307;175245;18977;473
Logistics Management;Bolvadin Applied Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;0;0;587762;288
Logistics Management;Bolvadin Applied Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;0;0;850074;257
Interior Architecture and Environmental Design;Fine Arts Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;0;0;677866;279
Food Engineering;Engineering Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;319;153813;71993;346
Electrical Electronics Engineering;Technology Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;279;241059;29118;474
Civil Engineering;Engineering Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;313;163103;213589;367
Chemistry Engineering;Engineering Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;270;268298;47718;452
Biomedical Engineering;Engineering Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;0;0;305229;326
Biomedical Engineering;Engineering Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;0;0;675003;274
Automotive Engineering;Technology Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;0;0;282;232917;55956;356
English Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;English;375;19690;408;10672;1069408;231
Law;Law Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;411;24490;434;10724;289593;326
Preschool Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;379;26507;407;9427;473199;303
Preschool Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;385;26647;442;2342;177346;360
Preschool Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;347;28566;373;8802;1092421;248
Turkish Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;374;30719;426;4276;492241;303
Turkish Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;341;34381;383;7212;980043;193
Turkish Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;378;34710;459;1139;193566;358
Law;Law Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;391;34740;434;6432;27753;474
Tourism Guidance;Tourism Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;282;51155;411;12226;143455;379
Tourism Guidance;Tourism Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;280;52205;402;15035;431795;303
Tourism Guidance;Tourism Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;261;56548;308;40732;977211;249
Tourism Guidance;Tourism Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;259;59571;302;45070;388001;322
Law;Law Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;342;59843;399;8592;644694;222
Tourism Guidance;Tourism Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;253;62227;293;47416;143456;312
Social Sciences Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;350;65257;372;32792;483034;295
Gastronomy and Culinary Arts;Tourism Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;349;66867;417;6288;459513;308
Tourism Guidance;Tourism Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;232;67441;296;44680;867223;202
Psychology;Arts and Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;366;68768;387;39204;106897;328
Gastronomy and Culinary Arts;Tourism Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;354;73747;403;13145;164328;383
Psychology;Arts and Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;375;78700;392;48269;475506;242
Elementary Mathematics Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;422;79365;453;52053;421457;250
Social Sciences Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;311;85353;333;24354;967618;253
Elementary Mathematics Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;352;89144;438;17355;949400;250
Social Sciences Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;346;91946;376;37293;185150;358
Elementary Mathematics Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;368;92827;425;46135;134266;316
Gastronomy and Culinary Arts;Tourism Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;307;95376;375;9836;1053692;244
Gastronomy and Culinary Arts;Tourism Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;334;99897;362;45502;459571;242
Veterinary Medicine;Veterinary Medicine Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;342;101414;397;46431;0;0
Gastronomy and Culinary Arts;Tourism Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;341;105560;367;50044;164367;378
Veterinary Medicine;Veterinary Medicine Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;392;107467;430;71766;564868;291
School Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;357;117025;387;55310;479910;296
School Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;312;118551;346;53054;962899;251
Veterinary Medicine;Veterinary Medicine Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;342;120794;400;64383;244128;284
School Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;337;122920;378;50735;182480;373
Psychology;Arts and Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;309;125554;361;34971;1375679;213
Interior Architecture and Environmental Design;Fine Arts Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;323;157798;384;42962;167065;362
Interior Architecture and Environmental Design;Fine Arts Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;336;167442;401;34396;462825;315
Computer Engineering;Engineering Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;297;169304;354;87146;1032901;246
Gastronomy and Culinary Arts;Tourism Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;284;170321;385;6379;1053697;244
Interior Architecture and Environmental Design;Fine Arts Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;289;185511;320;101129;1062319;238
Interior Architecture and Environmental Design;Fine Arts Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;313;190800;332;134683;167123;367
Islamic Sciences;Islamic Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;315;195643;381;30840;20230;392
Interior Architecture and Environmental Design;Fine Arts Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;326;198797;336;167975;462845;301
Islamic Sciences;Islamic Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;300;215007;397;13745;277225;274
Turkish Language and Literature;Arts and Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;310;220156;355;72285;242786;341
Mining Engineering;Engineering Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;272;224788;272;224788;619955;278
Child Development;Sandikli Applied Sciences College;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;302;226226;328;146688;131227;314
Interior Architecture and Environmental Design;Fine Arts Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;277;234225;289;186295;1062335;187
Electrical Electronics Engineering;Technology Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;280;237714;344;118095;161503;384
Child Development;Sandikli Applied Sciences College;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;314;238566;331;181556;417008;246
Turkish Language and Literature;Arts and Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;295;238966;366;40254;529759;235
Electrical Electronics Engineering;Technology Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;301;250909;354;152825;456395;298
Geography;Arts and Sciences Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;303;252273;363;56154;159031;305
Science Teaching;Education Faculty;Afyon Kocatepe University;Free;AFYONKARAHISAR;Turkish;261;254826;310;146496;764684;263
Islamic Sciences;Islamic Sciences Faculty;Afyon Kocatepe University;IO-non-scholarship;AFYONKARAHISAR;Turkish;302;258172;355;71264;251326;341
